Date,Subject,Snippet,Prediction,Confidence,Source
2024-04-06 22:58:55.081722,Historical Ingestion,Short But Cute: \Be a good person,Ham,91.63979803091316,Dataset
2024-12-11 08:33:55.081722,Historical Ingestion,S:)s.nervous  &lt;#&gt; :),Ham,97.51430846357272,Dataset
2025-03-21 22:17:55.081722,Historical Ingestion,Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will,Ham,90.55459527954037,Dataset
2026-01-04 17:06:55.081722,Historical Ingestion,What's happening with you. Have you gotten a job and have you begun registration for permanent resid,Ham,87.09026171560355,Dataset
2025-03-16 21:14:55.081722,Historical Ingestion,URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE,Spam,95.66496324118346,Dataset
2024-08-13 16:57:55.081722,Historical Ingestion,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely .",Ham,86.56787808202273,Dataset
2025-02-20 10:06:55.081722,Historical Ingestion,Oh. U must have taken your REAL Valentine out shopping first.,Ham,96.05444561438892,Dataset
2025-02-03 07:44:55.081722,Historical Ingestion,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do ",Ham,96.90044617075944,Dataset
2025-07-07 13:30:55.081722,Historical Ingestion,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet ,Ham,91.08699490435,Dataset
2025-10-21 11:28:55.081722,Historical Ingestion,It just seems like weird timing that the night that all you and g want is for me to come smoke is th,Ham,98.74914575715655,Dataset
2024-07-01 15:57:55.081722,Historical Ingestion,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,Ham,93.5849423136292,Dataset
2024-07-24 23:56:55.081722,Historical Ingestion,Jesus armand really is trying to tell everybody he can find,Ham,89.30833212430026,Dataset
2024-03-06 06:37:55.081722,Historical Ingestion,"Haha good to hear, I'm officially paid and on the market for an 8th",Ham,97.9236427265622,Dataset
2025-01-26 22:59:55.081722,Historical Ingestion,No one interested. May be some business plan.,Ham,92.73857318765074,Dataset
2025-07-07 13:27:55.081722,Historical Ingestion,I am going to film 2day da. At 6pm. Sorry da.,Ham,91.44637605198707,Dataset
2024-03-22 06:38:55.081722,Historical Ingestion,Cheers for the card ... Is it that time of year already?,Ham,97.39341286136236,Dataset
2024-09-01 21:47:55.081722,Historical Ingestion,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",Ham,87.04775630980427,Dataset
2025-03-30 14:46:55.081722,Historical Ingestion,Come by our room at some point so we can iron out the plan for this weekend,Ham,93.7292724889766,Dataset
2025-02-28 15:13:55.081722,Historical Ingestion,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, Sta",Spam,96.86625743805747,Dataset
2025-12-16 17:51:55.081722,Historical Ingestion,Did you see that film:),Ham,96.7059927613407,Dataset
2025-11-18 20:44:55.081722,Historical Ingestion,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,Ham,89.25497631939908,Dataset
2024-11-16 09:23:55.081722,Historical Ingestion,Have you seen who's back at Holby?!,Ham,86.31061916186306,Dataset
2025-08-30 05:17:55.081722,Historical Ingestion,Not..tel software name..,Ham,95.49132417743051,Dataset
2024-03-09 03:30:55.081722,Historical Ingestion,"How long has it been since you screamed, princess?",Ham,85.64208419675863,Dataset
2024-03-24 06:27:55.081722,Historical Ingestion,"K, can that happen tonight?",Ham,90.03783325104781,Dataset
2024-12-20 13:05:55.081722,Historical Ingestion,Yeah whatever lol,Ham,86.56546841952284,Dataset
2024-04-10 09:02:55.081722,Historical Ingestion,U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.I,Spam,93.46227391890577,Dataset
2024-11-19 15:30:55.081722,Historical Ingestion,Can... I'm free...,Ham,85.93779869368836,Dataset
2024-04-21 10:34:55.081722,Historical Ingestion,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dif",Ham,88.50616183211218,Dataset
2024-05-24 03:35:55.081722,Historical Ingestion,Where is it. Is there any opening for mca.,Ham,87.68193968408613,Dataset
2025-01-21 05:08:55.081722,Historical Ingestion,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile +,Spam,94.38172176129731,Dataset
2024-07-15 14:38:55.081722,Historical Ingestion,Ok. She'll be ok. I guess,Ham,98.1056420320767,Dataset
2025-07-14 13:48:55.081722,Historical Ingestion,Will do. Have a good day,Ham,92.04266860411676,Dataset
2025-08-15 07:31:55.081722,Historical Ingestion,V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Hap,Ham,94.48480780793702,Dataset
2024-12-17 13:17:55.081722,Historical Ingestion,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,Ham,92.82163833407016,Dataset
2024-05-22 02:50:55.081722,Historical Ingestion,I dont thnk its a wrong calling between us,Ham,93.77501879800458,Dataset
2024-05-22 10:58:55.081722,Historical Ingestion,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,Ham,94.05394136888825,Dataset
2024-11-09 16:13:55.081722,Historical Ingestion,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gal,Ham,92.09988154514244,Dataset
2024-09-12 14:22:55.081722,Historical Ingestion,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,Ham,94.10888972863332,Dataset
2025-12-22 13:39:55.081722,Historical Ingestion,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true ",Ham,96.8233439694029,Dataset
2025-04-15 11:46:55.081722,Historical Ingestion,I think that tantrum's finished so yeah I'll be by at some point,Ham,86.10979167362903,Dataset
2024-08-23 22:25:55.081722,Historical Ingestion,"Sorry, I'll call later",Ham,88.76644902246315,Dataset
2024-12-06 22:01:55.081722,Historical Ingestion,Have you heard from this week?,Ham,86.31658497438738,Dataset
2025-08-28 20:31:55.081722,Historical Ingestion,"Sorry, went to bed early, nightnight",Ham,92.464752336624,Dataset
2024-05-05 17:24:55.081722,Historical Ingestion,Hey company elama po mudyadhu.,Ham,94.86575657360576,Dataset
2025-12-11 04:28:55.081722,Historical Ingestion,"I'll see if I can swing by in a bit, got some things to take care of here firsg",Ham,88.71008478335564,Dataset
2025-11-11 04:07:55.081722,Historical Ingestion,Oops my phone died and I didn't even know. Yeah I like it better.,Ham,93.31883553428813,Dataset
2025-11-17 18:25:55.081722,Historical Ingestion,Do you want bold 2 or bb torch,Ham,97.85331198131078,Dataset
2024-11-29 08:41:55.081722,Historical Ingestion,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look lik",Spam,98.44036279142276,Dataset
2024-10-20 05:05:55.081722,Historical Ingestion,TaKe CaRE n gET WeLL sOOn,Ham,96.83691184268666,Dataset
2025-07-16 04:11:55.081722,Historical Ingestion,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,Ham,87.75274433529957,Dataset
2024-11-29 12:17:55.081722,Historical Ingestion,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more us",Ham,96.5121289994542,Dataset
2024-04-03 23:48:55.081722,Historical Ingestion,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",Ham,86.96992936162977,Dataset
2025-02-21 21:12:55.081722,Historical Ingestion,Where to get those?,Ham,91.98086168275404,Dataset
2024-05-01 22:11:55.081722,Historical Ingestion,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28,Spam,99.17167352246564,Dataset
2024-02-07 18:40:55.081722,Historical Ingestion,Oops. 4 got that bit.,Ham,95.42928650074576,Dataset
2025-08-30 12:22:55.081722,Historical Ingestion,"Same, I'm at my great aunts anniversary party in tarpon springs",Ham,95.43784710282684,Dataset
2024-03-24 21:50:55.081722,Historical Ingestion,Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Sc,Spam,95.97845525589716,Dataset
2026-01-06 20:49:55.081722,Historical Ingestion,Dare i ask... Any luck with sorting out the car?,Ham,86.76714563628671,Dataset
2026-01-16 14:25:55.081722,Historical Ingestion,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted t",Ham,97.3213590487571,Dataset
2024-12-04 13:08:55.081722,Historical Ingestion,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT t",Spam,95.4829427508815,Dataset
2024-06-08 11:09:55.081722,Historical Ingestion,O. Well uv causes mutations. Sunscreen is like essential thesedays,Ham,97.2140138106238,Dataset
2025-09-15 21:09:55.081722,Historical Ingestion,Ryder unsold.now gibbs.,Ham,87.40932282605198,Dataset
2024-12-25 11:32:55.081722,Historical Ingestion,Just wait till end of march when el nino gets himself. Oh.,Ham,91.55973328100548,Dataset
2026-01-02 11:24:55.081722,Historical Ingestion,Oh k. . I will come tomorrow,Ham,90.20903416581912,Dataset
2024-12-26 10:39:55.081722,Historical Ingestion,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Ident,Spam,94.98404016088443,Dataset
2025-07-06 16:28:55.081722,Historical Ingestion,"No, but you told me you were going, before you got drunk!",Ham,91.94852820539836,Dataset
2024-04-17 17:26:55.081722,Historical Ingestion,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone real,Ham,93.0989467076801,Dataset
2024-07-21 23:01:55.081722,Historical Ingestion,"I can't, I don't have her number!",Ham,89.99027874460391,Dataset
2025-02-11 06:18:55.081722,Historical Ingestion,Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor,Ham,86.70179222195263,Dataset
2025-08-25 22:19:55.081722,Historical Ingestion,No. On the way home. So if not for the long dry spell the season would have been over,Ham,97.24948460100848,Dataset
2025-09-10 14:05:55.081722,Historical Ingestion,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,Ham,92.91058195835076,Dataset
2026-01-03 17:55:55.081722,Historical Ingestion,"I don't think I can get away for a trek that long with family in town, sorry",Ham,96.0480494257476,Dataset
2024-03-11 08:14:55.081722,Historical Ingestion,Yes we are chatting too.,Ham,86.17626538198783,Dataset
2025-10-24 22:50:55.081722,Historical Ingestion,Also where's the piece,Ham,85.79463250773772,Dataset
2024-04-03 16:22:55.081722,Historical Ingestion,Tell them the drug dealer's getting impatient,Ham,94.51521615231955,Dataset
2024-07-31 16:23:55.081722,Historical Ingestion,Yes:)here tv is always available in work place..,Ham,93.19293102393084,Dataset
2025-08-21 19:51:55.081722,Historical Ingestion, &lt;#&gt;  mins but i had to stop somewhere first.,Ham,90.85394348516056,Dataset
2024-06-14 19:44:55.081722,Historical Ingestion,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff,Ham,91.57717694841006,Dataset
2024-12-10 23:38:55.081722,Historical Ingestion,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,Ham,87.62729946703577,Dataset
2024-03-24 16:43:55.081722,Historical Ingestion,Eatin my lunch...,Ham,87.09398668225495,Dataset
2024-04-05 04:47:55.081722,Historical Ingestion,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your t",Spam,98.76016978316788,Dataset
2024-02-19 12:20:55.081722,Historical Ingestion,1's reach home call me.,Ham,97.8944064067113,Dataset
2024-04-27 22:39:55.081722,Historical Ingestion,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...no,Ham,89.89529887542864,Dataset
2024-04-13 13:06:55.081722,Historical Ingestion,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think y",Spam,97.28358373918762,Dataset
2024-07-12 08:11:55.081722,Historical Ingestion,"Aight, I'll hit you up when I get some cash",Ham,95.6339507647701,Dataset
2025-10-16 22:52:55.081722,Historical Ingestion,Don no da:)whats you plan?,Ham,95.0993355619861,Dataset
2024-08-02 01:35:55.081722,Historical Ingestion,Going to take your babe out ?,Ham,85.29951761184532,Dataset
2025-06-12 16:04:55.081722,Historical Ingestion,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bath,Ham,89.779721123604,Dataset
2024-09-29 16:44:55.081722,Historical Ingestion,"Probably, want to pick up more?",Ham,93.23806240819704,Dataset
2024-11-23 00:09:55.081722,Historical Ingestion,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offer",Spam,96.20147672644048,Dataset
2025-06-23 17:52:55.081722,Historical Ingestion,K sure am in my relatives home. Sms me de. Pls:-),Ham,95.60705805123672,Dataset
2024-08-08 23:20:55.081722,Historical Ingestion,The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you ca,Ham,97.47820914537571,Dataset
2024-10-31 04:15:55.081722,Historical Ingestion,"When you get free, call me",Ham,91.90895294295082,Dataset
2024-08-19 23:27:55.081722,Historical Ingestion,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being la",Ham,87.8026003830348,Dataset
2024-03-01 18:10:55.081722,Historical Ingestion,Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im lea,Ham,93.4120569743382,Dataset
2025-04-03 09:30:55.081722,Historical Ingestion,HMM yeah if your not too grooved out! And im looking forward to my pound special :),Ham,92.82743242427506,Dataset
2024-04-28 07:15:55.081722,Historical Ingestion,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,Ham,89.12460166935415,Dataset
2025-10-23 10:19:55.081722,Historical Ingestion,Ladies first and genus second k .,Ham,92.05804369200445,Dataset
2024-10-16 23:49:55.081722,Historical Ingestion,Alright i have a new goal now,Ham,90.96964497180454,Dataset
2024-11-17 19:18:55.081722,Historical Ingestion,Ok no prob... I'll come after lunch then...,Ham,98.11306440458274,Dataset
2025-09-14 01:59:55.081722,Historical Ingestion,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,Ham,93.83877179476976,Dataset
2024-02-01 03:23:55.081722,Historical Ingestion,Not directly behind... Abt 4 rows behind Ì_...,Ham,86.74392642180095,Dataset
2025-10-31 01:44:55.081722,Historical Ingestion,"K, can I pick up another 8th when you're done?",Ham,86.16312890437129,Dataset
2025-02-24 02:42:55.081722,Historical Ingestion,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy ",Ham,90.51922689585018,Dataset
2024-06-08 13:58:55.081722,Historical Ingestion,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply,Ham,96.30329319468052,Dataset
2025-08-05 17:32:55.081722,Historical Ingestion,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim cal,Spam,98.85608292438414,Dataset
2024-04-28 10:33:55.081722,Historical Ingestion,Are you planning to come chennai?,Ham,98.61008917875894,Dataset
2024-08-03 12:52:55.081722,Historical Ingestion,Huh y lei...,Ham,93.85014675605154,Dataset
2024-02-26 12:53:55.081722,Historical Ingestion,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",Ham,98.28236068196864,Dataset
2025-02-08 23:01:55.081722,Historical Ingestion,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",Spam,97.32651543643644,Dataset
2025-09-26 08:19:55.081722,Historical Ingestion,Id have to check but there's only like 1 bowls worth left,Ham,87.98097468264106,Dataset
2024-06-23 02:26:55.081722,Historical Ingestion,Lovely smell on this bus and it ain't tobacco... ,Ham,86.8462345372151,Dataset
2024-11-10 00:55:55.081722,Historical Ingestion,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from land,Spam,98.52228151123764,Dataset
2024-02-02 17:38:55.081722,Historical Ingestion,Some of them told accenture is not confirm. Is it true.,Ham,87.64510622795203,Dataset
2024-03-30 05:28:55.081722,Historical Ingestion,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am ",Ham,95.11230807624536,Dataset
2024-07-04 15:00:55.081722,Historical Ingestion,Ok enjoy . R u there in home.,Ham,97.97672684499958,Dataset
2024-05-14 05:57:55.081722,Historical Ingestion,Why don't you go tell your friend you're not sure you want to live with him because he smokes too mu,Ham,87.49122778293224,Dataset
2025-06-17 00:37:55.081722,Historical Ingestion,Yeah confirmed for you staying at  that weekend,Ham,88.69923230240714,Dataset
2025-02-20 03:25:55.081722,Historical Ingestion,I am late. I will be there at,Ham,94.49024620733093,Dataset
2025-01-14 07:30:55.081722,Historical Ingestion,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. S",Ham,85.47807665947583,Dataset
2024-05-31 03:16:55.081722,Historical Ingestion,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also ,Ham,92.37147807694504,Dataset
2026-01-09 16:08:55.081722,Historical Ingestion,Great. P diddy is my neighbor and comes for toothpaste every morning,Ham,88.8858339986061,Dataset
2025-05-19 17:07:55.081722,Historical Ingestion,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Aucti,Spam,99.55599041097696,Dataset
2024-12-11 18:26:55.081722,Historical Ingestion,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then hav,Ham,95.63500102475297,Dataset
2024-12-26 18:10:55.081722,Historical Ingestion,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dog,Spam,94.08548224028684,Dataset
2025-06-14 09:35:55.081722,Historical Ingestion,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/",Ham,85.01260676619489,Dataset
2024-12-30 08:49:55.081722,Historical Ingestion,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be e",Ham,88.12890572032717,Dataset
2025-05-13 12:55:55.081722,Historical Ingestion,Me sef dey laugh you. Meanwhile how's my darling anjie!,Ham,91.6847587071276,Dataset
2024-05-17 04:25:55.081722,Historical Ingestion,He also knows about lunch menu only da. . I know,Ham,90.01736511110778,Dataset
2024-07-22 14:45:55.081722,Historical Ingestion,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beaut,Ham,92.63304976255225,Dataset
2024-09-23 12:08:55.081722,Historical Ingestion,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",Ham,95.53370314579826,Dataset
2024-04-08 11:50:55.081722,Historical Ingestion,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play N,Spam,99.82594669453452,Dataset
2024-05-27 22:45:55.081722,Historical Ingestion,Taka lor. Wat time u wan 2 come n look 4 us?,Ham,93.96490027772865,Dataset
2025-01-02 12:24:55.081722,Historical Ingestion,Cool. So how come you havent been wined and dined before?,Ham,93.21508692362264,Dataset
2025-08-10 02:33:55.081722,Historical Ingestion,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge,Spam,97.25002700086704,Dataset
2025-07-14 12:48:55.081722,Historical Ingestion,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exa,Ham,92.036785121795,Dataset
2024-03-08 11:54:55.081722,Historical Ingestion,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are getti,Ham,95.5831653903346,Dataset
2024-10-16 10:01:55.081722,Historical Ingestion,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,Ham,87.81170763671989,Dataset
2025-01-16 02:47:55.081722,Historical Ingestion,Good Morning plz call me sir,Ham,94.04232906993548,Dataset
2024-11-03 12:03:55.081722,Historical Ingestion,ÌÏ all write or wat..,Ham,93.44508827522992,Dataset
2025-12-31 12:52:55.081722,Historical Ingestion,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over",Ham,86.2227473902937,Dataset
2024-04-30 03:29:55.081722,Historical Ingestion,FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For,Spam,94.43055279291843,Dataset
2025-08-15 19:09:55.081722,Historical Ingestion,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also,Ham,85.96568186777353,Dataset
2025-03-16 14:29:55.081722,Historical Ingestion,Ok..,Ham,87.66810070212895,Dataset
2025-02-24 14:11:55.081722,Historical Ingestion,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.",Spam,96.57544714472246,Dataset
2026-01-01 16:55:55.081722,Historical Ingestion,I didn't get the second half of that message,Ham,90.52980367717784,Dataset
2025-08-10 03:42:55.081722,Historical Ingestion,I've reached sch already...,Ham,85.62554241266592,Dataset
2025-03-28 08:45:55.081722,Historical Ingestion,"I'm back, lemme know when you're ready",Ham,98.3043334544828,Dataset
2024-03-03 01:05:55.081722,Historical Ingestion,No messages on her phone. I'm holding it now,Ham,88.8814492481307,Dataset
2024-10-05 20:41:55.081722,Historical Ingestion,Sorry . I will be able to get to you. See you in the morning.,Ham,98.00863488323336,Dataset
2024-10-14 23:42:55.081722,Historical Ingestion,All will come alive.better correct any good looking figure there itself..,Ham,93.99109584746772,Dataset
2024-04-15 02:29:55.081722,Historical Ingestion,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this ser,Spam,93.6853250163539,Dataset
2025-09-06 07:12:55.081722,Historical Ingestion,You said not now. No problem. When you can. Let me know.,Ham,97.10348723226949,Dataset
2026-01-01 15:33:55.081722,Historical Ingestion,As usual u can call me ard 10 smth.,Ham,92.277920909156,Dataset
2026-01-19 01:15:55.081722,Historical Ingestion,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,Ham,91.3661830503938,Dataset
2025-02-16 14:23:55.081722,Historical Ingestion,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Ham,96.850164792737,Dataset
2024-04-24 20:29:55.081722,Historical Ingestion,Its a great day. Do have yourself a beautiful one.,Ham,94.21225282226332,Dataset
2024-03-27 05:28:55.081722,Historical Ingestion,Yes.he have good crickiting mind,Ham,92.27638228801196,Dataset
2024-12-22 12:25:55.081722,Historical Ingestion,‰Û_ and don‰Û÷t worry we‰Û÷ll have finished by march ‰Û_ ish!,Ham,89.43124093103708,Dataset
2025-01-28 13:48:55.081722,Historical Ingestion,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matu,Ham,86.00956681981822,Dataset
2024-06-21 06:05:55.081722,Historical Ingestion,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you mess,Ham,86.44280776445719,Dataset
2024-05-08 07:30:55.081722,Historical Ingestion,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 0871246",Spam,95.43275563278792,Dataset
2025-07-04 16:34:55.081722,Historical Ingestion,Good night my dear.. Sleepwell&amp;Take care,Ham,90.36065530380728,Dataset
2024-10-28 04:17:55.081722,Historical Ingestion,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correc,Spam,92.91800753548368,Dataset
2025-05-07 09:51:55.081722,Historical Ingestion,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid las,Ham,89.36180077219335,Dataset
2025-11-27 13:47:55.081722,Historical Ingestion,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Ju,Spam,99.41261429478648,Dataset
2025-08-08 04:33:55.081722,Historical Ingestion,Lil fever:) now fine:),Ham,92.4262925171014,Dataset
2024-08-15 05:09:55.081722,Historical Ingestion,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started ,Ham,90.5783452772923,Dataset
2024-02-12 00:34:55.081722,Historical Ingestion,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out,Ham,91.98664862097536,Dataset
2024-04-18 03:44:55.081722,Historical Ingestion,645,Ham,96.63566386536364,Dataset
2025-04-10 05:20:55.081722,Historical Ingestion,"Okay, good, no problem, and thanx!",Ham,93.85717243161064,Dataset
2024-03-02 05:45:55.081722,Historical Ingestion,Nobody can decide where to eat and dad wants Chinese,Ham,94.98620866266074,Dataset
2024-10-25 00:14:55.081722,Historical Ingestion,Gam gone after outstanding innings.,Ham,99.19322547444754,Dataset
2025-04-14 21:24:55.081722,Historical Ingestion,Hey... are you going to quit soon? Xuhui and i working till end of the month ,Ham,95.480288860442,Dataset
2025-03-22 01:08:55.081722,Historical Ingestion,I might go 2 sch. Yar at e salon now v boring.,Ham,96.3759098860382,Dataset
2025-01-01 22:58:55.081722,Historical Ingestion,I dont have that much image in class.,Ham,98.36510417587598,Dataset
2024-11-28 13:18:55.081722,Historical Ingestion,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . S,Spam,99.0168873954574,Dataset
2025-06-15 09:37:55.081722,Historical Ingestion,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there.,Spam,98.61211263102642,Dataset
2024-02-29 13:21:55.081722,Historical Ingestion,Love you aathi..love u lot..,Ham,93.06192443112288,Dataset
2024-04-21 11:04:55.081722,Historical Ingestion,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy bein,Ham,92.61794507609602,Dataset
2025-12-23 00:38:55.081722,Historical Ingestion,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier ,Spam,95.79242931506693,Dataset
2024-04-19 22:52:55.081722,Historical Ingestion,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life f",Ham,91.92338738316096,Dataset
2025-12-18 00:53:55.081722,Historical Ingestion,Don know..he is watching film in computer..,Ham,91.9812495767305,Dataset
2024-12-21 16:05:55.081722,Historical Ingestion,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, cal",Spam,99.14582951363322,Dataset
2024-10-02 10:31:55.081722,Historical Ingestion,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.,Ham,88.52294351864167,Dataset
2024-07-22 07:00:55.081722,Historical Ingestion,Give one miss from that number please,Ham,89.5020343812574,Dataset
2024-11-08 04:44:55.081722,Historical Ingestion,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n su",Ham,85.43334109981308,Dataset
2025-08-24 06:59:55.081722,Historical Ingestion,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,Ham,90.47652418235266,Dataset
2025-11-05 12:53:55.081722,Historical Ingestion,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone ,Spam,93.64917350170418,Dataset
2024-05-30 08:33:55.081722,Historical Ingestion,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just ,Ham,94.47970476025934,Dataset
2025-07-23 21:27:55.081722,Historical Ingestion,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235,Spam,98.37167823574153,Dataset
2025-09-05 21:15:55.081722,Historical Ingestion,"Sorry, I'll call later",Ham,91.1888516396215,Dataset
2024-06-30 22:36:55.081722,Historical Ingestion,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aerop,Ham,94.81846850878593,Dataset
2025-11-15 03:23:55.081722,Historical Ingestion,I see the letter B on my car,Ham,86.50253303257094,Dataset
2025-12-07 17:45:55.081722,Historical Ingestion,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg,Spam,96.55051274878132,Dataset
2025-04-24 17:27:55.081722,Historical Ingestion,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",Ham,98.51542157288436,Dataset
2025-08-10 01:54:55.081722,Historical Ingestion,Then ur physics get a-?,Ham,99.30242945198547,Dataset
2025-11-24 20:26:55.081722,Historical Ingestion,S...from the training manual it show there is no tech process:)its all about password reset and trou,Ham,99.28125051417456,Dataset
